table_name,column_name,data_type,status,null_count,null_pct,distinct_count
fct_avaibility,station_code,Int64,NOT_CHECKED,0,0.0,1462
fct_avaibility,station_name,String,ERROR,0,0.0,1459
fct_avaibility,capacity,Int64,NOT_CHECKED,0,0.0,65
fct_avaibility,docks_available,Int64,NOT_CHECKED,0,0.0,71
fct_avaibility,mechanical,Int64,NOT_CHECKED,0,0.0,60
fct_avaibility,ebike,Int64,NOT_CHECKED,0,0.0,31
fct_avaibility,duedate,"Datetime(time_unit='ns', time_zone='UTC')",OK,0,0.0,3665
fct_avaibility,bikes_available,Int64,NOT_CHECKED,0,0.0,69
fct_avaibility,rate_bike_available,Float64,NOT_CHECKED,0,0.0,973
fct_avaibility,rate_dock_available,Float64,NOT_CHECKED,0,0.0,983
fct_avaibility,bikes_out_of_order,Int64,NOT_CHECKED,0,0.0,32
fct_avaibility,collected_at,"Datetime(time_unit='ns', time_zone=None)",OK,0,0.0,7
fct_avaibility,rounded_collected_at,"Datetime(time_unit='ns', time_zone=None)",OK,0,0.0,7
