table_name,column_name,data_type,status,null_count,null_pct,distinct_count
fct_avaibility_part,station_code,Int64,DISCOVERED,0,0.0,1461
fct_avaibility_part,station_name,String,DISCOVERED,0,0.0,1458
fct_avaibility_part,capacity,Int64,DISCOVERED,0,0.0,65
fct_avaibility_part,docks_available,Int64,DISCOVERED,0,0.0,72
fct_avaibility_part,mechanical,Int64,DISCOVERED,0,0.0,61
fct_avaibility_part,ebike,Int64,DISCOVERED,0,0.0,38
fct_avaibility_part,duedate,"Datetime(time_unit='ns', time_zone='UTC')",DISCOVERED,0,0.0,9934
fct_avaibility_part,bikes_available,Int64,DISCOVERED,0,0.0,71
fct_avaibility_part,rate_bike_available,Float64,DISCOVERED,0,0.0,1038
fct_avaibility_part,rate_dock_available,Float64,DISCOVERED,0,0.0,1053
fct_avaibility_part,bikes_out_of_order,Int64,DISCOVERED,0,0.0,43
fct_avaibility_part,collected_at,"Datetime(time_unit='ns', time_zone=None)",DISCOVERED,0,0.0,2611
fct_avaibility_part,rounded_collected_at,"Datetime(time_unit='ns', time_zone=None)",DISCOVERED,0,0.0,2611
dim_station,station_code,Int64,DISCOVERED,0,0.0,1587
dim_station,station_name,String,DISCOVERED,0,0.0,1570
dim_station,capacity,Int64,DISCOVERED,0,0.0,72
dim_station,lon,Float64,DISCOVERED,0,0.0,1586
dim_station,lat,Float64,DISCOVERED,0,0.0,1587
dim_station,city,String,DISCOVERED,0,0.0,68
dim_station,is_renting,Boolean,DISCOVERED,0,0.0,2
dim_station,is_returning,Boolean,DISCOVERED,0,0.0,2
dim_station,station_plus,Boolean,DISCOVERED,0,0.0,2
