table_name,column_name,data_type,status,null_count,null_pct,distinct_count,source_dtype
fct_avaibility_part,station_code,int64,NO_CHECKS,0,0.0,1462,
fct_avaibility_part,station_name,string,ERROR,0,0.0,1460,
fct_avaibility_part,capacity,int64,NO_CHECKS,0,0.0,67,
fct_avaibility_part,docks_available,int64,NO_CHECKS,0,0.0,72,
fct_avaibility_part,mechanical,int64,NO_CHECKS,0,0.0,65,
fct_avaibility_part,ebike,int64,NO_CHECKS,0,0.0,35,
fct_avaibility_part,duedate,"datetime(time_unit='ns', time_zone='utc')",OK,0,0.0,9936,
fct_avaibility_part,bikes_available,int64,ERROR,0,0.0,71,
fct_avaibility_part,rate_bike_available,float64,NO_CHECKS,0,0.0,1021,
fct_avaibility_part,rate_dock_available,float64,NO_CHECKS,0,0.0,1023,
fct_avaibility_part,bikes_out_of_order,int64,NO_CHECKS,0,0.0,43,
fct_avaibility_part,collected_at,"datetime(time_unit='ns', time_zone=none)",OK,0,0.0,2620,
fct_avaibility_part,rounded_collected_at,"datetime(time_unit='ns', time_zone=none)",OK,0,0.0,2620,
fct_avaibility_part,test_convert,int64,NO_CHECKS,0,0.0,67,String
