table_name,column_name,data_type,status,null_count,null_pct,distinct_count
TEST_COLUMN_CHECKS,CITY_NAME,String,ERROR,0,0,5
TEST_COLUMN_CHECKS,CITY_WITH_SPACE,String,ERROR,0,0,5
TEST_COLUMN_CHECKS,CITY_WITH_SUFFIX,String,OK,0,0,5
TEST_COLUMN_CHECKS,CITY_WITH_ENDCHAR,String,OK,0,0,4
TEST_COLUMN_CHECKS,STATION_CODE,String,OK,0,0,5
TEST_COLUMN_CHECKS,GENERIC_STRING,String,ERROR,0,0,5
TEST_COLUMN_CHECKS,VALUE_OK,Int64,NO_CHECKS,0,0,5
TEST_COLUMN_CHECKS,VALUE_MID,Int64,NO_CHECKS,0,0,4
TEST_COLUMN_CHECKS,VALUE_MIN,Int64,NO_CHECKS,0,0,5
TEST_COLUMN_CHECKS,EVENT_DATE,Date,ERROR,0,0,4
TEST_COLUMN_CHECKS,DELIVERY_DATE,Date,ERROR,0,0,4
TEST_JSON,NAME,String,NO_CHECKS,0,0,0
TEST_JSON,JSON_CONTENT,VARIANT,NOT_LOADED,N/A,N/A,N/A
